,x,y
0,0.5488135039273248,43.22985198489891
1,0.7151893663724195,80.52720150678383
2,0.6027633760716439,64.93296200446899
3,0.5448831829968969,39.125881436917446
4,0.4236547993389047,57.24800187184647
5,0.6458941130666561,83.54830306697144
6,0.4375872112626925,55.54651683786575
7,0.8917730007820798,87.37805172008447
8,0.9636627605010293,85.65874983499751
9,0.3834415188257777,48.88866915188913
10,0.7917250380826646,75.14073433853467
11,0.5288949197529045,65.11394267911473
12,0.5680445610939323,58.88720589016183
13,0.925596638292661,102.32605419410324
14,0.07103605819788694,10.667269791532712
15,0.08712929970154071,15.778661652073552
16,0.02021839744032572,2.1268399512407767
17,0.832619845547938,101.12068949385215
18,0.7781567509498505,79.08479602202125
19,0.8700121482468192,91.02110845912893
20,0.978618342232764,116.69334119383893
21,0.7991585642167236,66.4382658102479
22,0.46147936225293185,33.443086240435846
23,0.7805291762864555,87.74688471022566
24,0.11827442586893322,0.09620853575172256
25,0.6399210213275238,83.42831398924531
26,0.1433532874090464,10.199138933307166
27,0.9446689170495839,86.99234359055082
28,0.5218483217500717,71.41425243981101
29,0.4146619399905236,56.2713419133966
30,0.26455561210462697,45.13115081472839
31,0.7742336894342167,86.48381552617552
32,0.45615033221654855,37.00277637110783
33,0.5684339488686485,75.94404441785518
34,0.018789800436355142,-0.8010536658782899
35,0.6176354970758771,69.78811366555165
36,0.6120957227224214,70.68209194997962
37,0.6169339968747569,60.143298756567354
38,0.9437480785146242,100.51560155492322
39,0.6818202991034834,77.40409662601361
40,0.359507900573786,39.715045368934895
41,0.43703195379934145,32.7091874740922
42,0.6976311959272649,72.74550133478705
43,0.06022547162926983,19.28640612979729
44,0.6667667154456677,59.730992947253114
45,0.6706378696181594,65.56744155853923
46,0.2103825610738409,16.686720590167713
47,0.1289262976548533,31.385267050278753
48,0.31542835092418386,38.26578266254274
49,0.3637107709426226,40.44569545667336
50,0.5701967704178796,49.3205162973348
51,0.43860151346232035,49.25264325915021
52,0.9883738380592262,92.09405719934885
53,0.10204481074802807,10.52278665754632
54,0.2088767560948347,14.529214825694659
55,0.16130951788499626,22.895284737964623
56,0.6531083254653984,71.07674071268926
57,0.2532916025397821,23.24617269819826
58,0.4663107728563063,50.59114441224708
59,0.24442559200160274,13.511944112855218
60,0.15896958364551972,0.9843824374959148
61,0.11037514116430513,15.431431129075884
62,0.6563295894652734,67.29969390025263
63,0.1381829513486138,20.168609503782445
64,0.1965823616800535,43.48968391664477
65,0.3687251706609641,46.31731193600055
66,0.8209932298479351,72.97110073035192
67,0.09710127579306127,20.880290460264657
68,0.8379449074988039,70.63541664476519
69,0.09609840789396307,4.9939947412492165
70,0.9764594650133958,96.96353044809327
71,0.4686512016477016,63.998547381263826
72,0.9767610881903371,90.22856059854931
73,0.604845519745046,52.22016658791445
74,0.7392635793983017,72.94183269557585
75,0.039187792254320675,-2.716003638189006
76,0.2828069625764096,39.54705547870603
77,0.1201965612131689,1.220341037682657
78,0.29614019752214493,18.139333228103467
79,0.11872771895424405,7.494571447980064
80,0.317983179393976,26.81799343247455
81,0.41426299451466997,60.72161998963686
82,0.06414749634878436,15.908957704136045
83,0.6924721193700198,70.1227243508539
84,0.5666014542065752,44.405790232355834
85,0.2653894909394454,34.982578857960014
86,0.5232480534666997,42.32265187277432
87,0.09394051075844168,-6.05365989193195
88,0.5759464955561793,69.47494747914095
89,0.9292961975762141,96.09904587686991
90,0.31856895245132366,41.06548348294056
91,0.6674103799636817,69.92831452579838
92,0.13179786240439217,21.74809235946613
93,0.7163272041185655,65.12246447885508
94,0.2894060929472011,18.598180876875464
95,0.18319136200711683,25.13508138352795
96,0.5865129348100832,50.61719683926991
97,0.020107546187493552,-4.884743158752651
98,0.8289400292173631,78.33867788656288
99,0.004695476192547066,0.6443392095052738
